date,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2],electricity
2018-01-02 17:00:00,-8.3,49.44528456830289,2.1,240.0,14.5,78.0,11.0,1065.5905385251629
2018-01-02 18:00:00,-8.9,52.12068698392199,3.1,210.0,0.0,0.0,0.0,1100.9346605281257
2018-01-02 19:00:00,-9.4,54.470460086263934,2.6,220.0,0.0,0.0,0.0,696.4807714701323
2018-01-02 20:00:00,-8.850000000000003,54.6102651054603,3.1,230.0,0.0,0.0,0.0,898.2396099265553
2018-01-02 21:00:00,-7.8,55.38290254207072,2.6,240.0,0.0,0.0,0.0,749.7107895907745
2018-01-02 22:00:00,-8.3,57.85851616770216,3.1,260.0,0.0,0.0,0.0,471.59912364039224
2018-01-02 23:00:00,-8.3,60.57141785868042,3.6,240.0,0.0,0.0,0.0,678.9562521996768
2018-01-03 00:00:00,-7.8,57.979725260589454,5.1,270.0,0.0,0.0,0.0,704.6172683107386
2018-01-03 01:00:00,-7.2,55.027651567141895,4.6,280.0,0.0,0.0,0.0,426.1644370447863
2018-01-03 02:00:00,-7.5,55.205280650927456,4.35,280.0,0.0,0.0,0.0,601.5722015434424
2018-01-03 03:00:00,-8.9,57.71250857568704,2.1,270.0,0.0,0.0,0.0,606.3233848420772
2018-01-03 04:00:00,-9.4,60.31437594740832,3.1,270.0,0.0,0.0,0.0,468.62999642303004
2018-01-03 05:00:00,-11.1,63.36116757154463,3.1,230.0,0.0,0.0,0.0,793.0812048938031
2018-01-03 06:00:00,-11.1,66.37251611959411,2.6,240.0,0.0,0.0,0.0,890.1091737447342
2018-01-03 07:00:00,-10.0,63.60606003481379,2.1,260.0,0.0,0.0,0.0,673.6723140440328
2018-01-03 08:00:00,-9.7,61.9602220460324,1.8,270.0,9.5,56.5,7.5,950.9758825594994
2018-01-03 09:00:00,-7.2,52.563075634463566,0.0,104.54545454545456,113.5,431.0,43.5,1028.6626712243062
2018-01-03 10:00:00,-5.6,45.77840272665365,3.1,200.0,287.0,844.5,51.0,1022.2486720307458
2018-01-03 11:00:00,-3.9,39.59813667432608,1.5,200.0,400.5,916.0,60.0,971.5229291359475
2018-01-03 12:00:00,-2.2,34.31497523462351,3.6,230.0,466.5,947.5,67.0,934.4313734993254
2018-01-03 13:00:00,-1.7,40.20969180146038,3.6,180.0,404.0,740.0,89.0,908.7668875720348
2018-01-03 14:00:00,-1.15,39.29987566088175,4.35,190.0,347.5,669.0,91.0,859.8571359368748
2018-01-03 15:00:00,-1.1,42.22731412195171,5.7,200.0,239.0,545.0,76.5,852.6595614428119
2018-01-03 16:00:00,-2.2,51.050781417935816,3.1,190.0,127.5,444.5,48.0,815.5771682294152
2018-01-03 17:00:00,-3.9,50.60915079759,0.0,74.61538461538461,23.5,179.5,13.5,891.5056918291514
2018-01-03 18:00:00,-5.6,64.56477800741716,2.1,210.0,0.0,0.0,0.0,916.2969814330731
2018-01-03 19:00:00,-6.1,64.45747483570781,2.1,180.0,0.0,0.0,0.0,606.8914168194253
2018-01-03 20:00:00,-6.65,65.81837259323083,1.05,180.0,0.0,0.0,0.0,793.589795577009
2018-01-03 21:00:00,-7.8,74.69818804991006,0.0,57.69230769230769,0.0,0.0,0.0,712.3674799889293
2018-01-03 22:00:00,-7.8,74.69817764806322,0.0,0.0,0.0,0.0,0.0,435.97612223466353
2018-01-03 23:00:00,-7.2,78.19866999598139,1.5,300.0,0.0,0.0,0.0,576.4162385952642
2018-01-04 00:00:00,-6.1,74.97823149451395,3.1,350.0,0.0,0.0,0.0,548.8266022496748
2018-01-04 01:00:00,-5.0,68.22355258265851,4.6,350.0,0.0,0.0,0.0,365.00842787985465
2018-01-04 02:00:00,-4.6000000000000005,66.52202528944585,3.766666666666666,123.33333333333331,0.0,0.0,0.0,493.47565638502994
2018-01-04 03:00:00,-3.9,71.49868239556552,5.7,10.0,0.0,0.0,0.0,521.0298510393415
2018-01-04 04:00:00,-3.9,75.3343732054823,6.7,10.0,0.0,0.0,0.0,402.4196734230514
2018-01-04 05:00:00,-3.3,55.99535018801775,7.7,10.0,0.0,0.0,0.0,658.0813304009918
2018-01-04 06:00:00,-3.3,50.76527672605378,8.8,10.0,0.0,0.0,0.0,747.906530664196
2018-01-04 07:00:00,-3.3,55.99527023730491,9.8,10.0,0.0,0.0,0.0,638.7247345996719
2018-01-04 08:00:00,-3.225,63.80090064539037,11.175,10.0,7.5,19.5,7.0,942.9199035828415
2018-01-04 09:00:00,-3.9,95.8424112939086,12.0,243.3333333333333,72.0,103.5,56.0,1220.5874907584346
2018-01-04 10:00:00,-3.233333333333333,95.87568784312842,12.9,10.0,106.5,69.5,88.5,1271.6848093255262
2018-01-04 11:00:00,-3.05,95.87568019049309,13.9,10.0,165.5,72.5,138.0,1331.7507303571579
2018-01-04 12:00:00,-2.8,95.87567337029448,12.4,360.0,208.0,141.5,148.0,1241.0381078318956
2018-01-04 13:00:00,-2.7999999999999994,100.0,12.733333333333334,360.0,166.5,73.5,135.0,1255.2402206316337
2018-01-04 14:00:00,-2.6499999999999995,97.54553202846252,13.925,355.0,256.5,297.5,142.5,1252.3508060506988
2018-01-04 15:00:00,-1.866666666666667,95.9085563358752,13.066666666666668,356.66666666666674,218.5,397.0,97.5,1136.0277616731303
2018-01-04 16:00:00,-0.9333333333333336,95.94107111783512,11.833333333333336,350.0,106.0,254.0,61.5,1015.5781813361565
2018-01-04 17:00:00,-1.3,91.13143887372028,11.0,326.6666666666667,16.0,54.0,13.0,1027.9046753290763
2018-01-04 18:00:00,-2.7999999999999994,87.34254492606799,9.1,316.6666666666667,0.0,0.0,0.0,1013.0292420477691
2018-01-04 19:00:00,-3.05,82.21914236850536,10.675,310.0,0.0,0.0,0.0,705.6817401978924
2018-01-04 20:00:00,-3.175,76.95754460852284,10.575,310.0,0.0,0.0,0.0,927.5519481242438
2018-01-04 21:00:00,-3.6,75.33415059435295,11.575,302.5,0.0,0.0,0.0,873.2339784831862
2018-01-04 22:00:00,-3.9,62.1252023575045,10.8,300.0,0.0,0.0,0.0,554.4585604075975
2018-01-04 23:00:00,-4.4,58.27047046474628,6.2,290.0,0.0,0.0,0.0,625.1065885024055
2018-01-05 00:00:00,-4.4,52.80407398082016,9.8,290.0,0.0,0.0,0.0,741.3156831773167
2018-01-05 01:00:00,-5.0,58.65020423327694,6.2,290.0,0.0,0.0,0.0,396.3172417235324
2018-01-05 02:00:00,-5.55,61.55365588467436,7.5,285.0,0.0,0.0,0.0,641.0486902199747
2018-01-05 03:00:00,-6.7,64.32780035758742,5.1,290.0,0.0,0.0,0.0,607.4017760860605
2018-01-05 04:00:00,-6.7,55.65734968313816,5.1,280.0,0.0,0.0,0.0,430.6734252873186
2018-01-05 05:00:00,-7.5,55.02722429819877,8.5,285.0,0.0,0.0,0.0,830.8630970551194
2018-01-05 06:00:00,-8.166666666666666,54.5973898157111,9.266666666666667,283.3333333333333,0.0,0.0,0.0,992.2348237882754
2018-01-05 07:00:00,-10.6,54.67359586417905,10.3,290.0,0.0,0.0,0.0,981.8196453364102
2018-01-05 08:00:00,-10.85,53.107179438985824,9.8,290.0,10.5,66.5,8.0,1284.3394988516739
2018-01-05 09:00:00,-10.6,49.28896272916538,8.2,280.0,112.0,463.5,39.0,1387.9886945784235
2018-01-05 10:00:00,-10.0,46.72679753641973,11.3,300.0,270.0,746.5,60.0,1547.5645751289173
2018-01-05 11:00:00,-9.4,41.85649533807661,10.8,270.0,378.5,809.5,76.0,1489.8646990577067
2018-01-05 12:00:00,-10.0,42.086879374258864,10.3,270.0,437.0,845.5,78.0,1479.620198616781
2018-01-05 13:00:00,-10.0,42.086887601421424,11.8,300.0,431.0,833.5,73.0,1603.0691991511494
2018-01-05 14:00:00,-10.0,40.91244201962704,10.55,290.0,380.5,800.0,70.0,1435.9576802399042
2018-01-05 15:00:00,-9.4,35.568755160196645,8.8,290.0,295.5,753.0,67.5,1296.6990543595175
2018-01-05 16:00:00,-10.6,37.701278557566106,10.3,290.0,156.0,583.5,48.5,1418.550361790856
2018-01-05 17:00:00,-11.1,35.42578175954564,9.8,290.0,24.0,153.5,15.5,1459.7908864512174
2018-01-05 18:00:00,-12.2,36.87762666455554,12.4,280.0,0.0,0.0,0.0,1755.8600899810228
2018-01-05 19:00:00,-12.8,38.93511678428994,12.4,290.0,0.0,0.0,0.0,1310.7329975520872
2018-01-05 20:00:00,-13.05,39.84002787913269,11.85,285.0,0.0,0.0,0.0,1528.2988971343336
2018-01-05 21:00:00,-13.3,40.7449423635636,11.3,280.0,0.0,0.0,0.0,1368.12542433385
2018-01-05 22:00:00,-13.3,40.744954227154594,10.3,290.0,0.0,0.0,0.0,974.0563622596707
2018-01-05 23:00:00,-13.3,38.79079089909492,7.7,280.0,0.0,0.0,0.0,1054.8426670532958
2018-01-06 00:00:00,-13.3,40.74497964930509,10.3,280.0,0.0,0.0,0.0,1229.3888714448397
2018-01-06 01:00:00,-13.3,40.74498642858431,9.3,280.0,0.0,0.0,0.0,897.1480232541733
2018-01-06 02:00:00,-13.6,41.89156937237132,6.95,265.0,0.0,0.0,0.0,973.2835071238509
2018-01-06 03:00:00,-15.0,47.61425535995325,5.7,260.0,0.0,0.0,0.0,983.3815711311189
2018-01-06 04:00:00,-15.0,47.61426688891692,4.6,270.0,0.0,0.0,0.0,643.5724142570222
2018-01-06 05:00:00,-15.0,45.33064219905551,4.6,270.0,0.0,0.0,0.0,977.3444168768256
2018-01-06 06:00:00,-15.6,47.91668897540758,2.6,270.0,0.0,0.0,0.0,1057.7056098644805
2018-01-06 07:00:00,-15.6,47.91669887596718,5.1,260.0,0.0,0.0,0.0,1000.2888282475978
2018-01-06 08:00:00,-15.3,47.76550429357814,5.4,270.0,10.5,66.0,8.0,1216.414587465307
2018-01-06 09:00:00,-14.4,45.05623239133243,7.7,270.0,110.5,441.5,40.0,1256.654526001356
2018-01-06 10:00:00,-12.8,38.93527983492531,11.3,270.0,267.5,750.5,55.0,1207.201199554431
2018-01-06 11:00:00,-12.2,36.877808308036975,9.3,280.0,383.0,846.0,65.5,1329.7870655081433
2018-01-06 12:00:00,-11.1,35.425977308492406,9.3,300.0,467.5,922.5,74.5,1253.337395974123
2018-01-06 13:00:00,-10.6,33.878237285869986,10.3,280.0,450.0,876.5,72.0,977.0807210637054
2018-01-06 14:00:00,-10.6,33.87824400012765,9.8,290.0,408.5,861.5,72.0,1223.4392144155515
2018-01-06 15:00:00,-10.6,33.87825575009692,9.8,300.0,308.5,800.5,63.0,1221.7097391826862
2018-01-06 16:00:00,-11.7,35.25333122245116,9.8,280.0,148.5,569.0,41.5,1007.9836863748475
2018-01-06 17:00:00,-12.2,36.87786772676928,8.8,300.0,24.5,149.0,15.5,1357.9888556264484
2018-01-06 18:00:00,-12.8,38.93535117259872,6.7,290.0,0.0,0.0,0.0,1254.3387218429662
2018-01-06 19:00:00,-13.3,38.7909989367718,7.7,290.0,0.0,0.0,0.0,1034.0635517736757
2018-01-06 20:00:00,-13.6,39.88258731363391,6.95,290.0,0.0,0.0,0.0,1276.0833955571795
2018-01-06 21:00:00,-14.4,38.47237820193833,6.7,300.0,0.0,0.0,0.0,1176.9363490448575
2018-01-06 22:00:00,-14.4,40.42811965112632,6.2,300.0,0.0,0.0,0.0,801.349836025745
2018-01-06 23:00:00,-15.0,40.65668105502151,5.7,300.0,0.0,0.0,0.0,1067.9260006580278
2018-01-07 00:00:00,-16.1,39.935041199733405,6.2,310.0,0.0,0.0,0.0,1150.2282678184586
2018-01-07 01:00:00,-16.7,40.162875891543024,6.2,320.0,0.0,0.0,0.0,810.4165633190091
2018-01-07 02:00:00,-17.25,41.03855383844852,6.2,315.0,0.0,0.0,0.0,1040.8606478587296
2018-01-07 03:00:00,-18.3,41.76859010154622,5.7,300.0,0.0,0.0,0.0,1325.7732004954728
2018-01-07 04:00:00,-18.3,39.291523982682655,5.1,310.0,0.0,0.0,0.0,1006.1598427113962
2018-01-07 05:00:00,-18.3,41.76861110191008,6.7,310.0,0.0,0.0,0.0,1412.395510812915
2018-01-07 06:00:00,-18.9,44.21557888173437,5.7,310.0,0.0,0.0,0.0,1537.5911759607877
2018-01-07 07:00:00,-19.4,43.62326193949578,4.6,310.0,0.0,0.0,0.0,1395.9014662431812
2018-01-07 08:00:00,-18.85,42.69596277145228,4.85,315.0,13.5,130.0,8.5,1628.3820804527954
2018-01-07 09:00:00,-17.2,39.61415526835436,4.6,320.0,135.0,633.0,35.5,1290.1966682028362
2018-01-07 10:00:00,-15.6,38.12332073414984,6.7,330.0,290.5,850.0,50.5,1000.8513309461172
2018-01-07 11:00:00,-13.9,36.74942797520847,4.1,330.0,404.5,911.5,62.0,1164.4027241775773
2018-01-07 12:00:00,-12.2,31.48919038809943,4.6,290.0,456.0,914.5,64.5,1101.1382642547871
2018-01-07 13:00:00,-10.6,30.41425980872427,3.6,290.0,459.0,909.5,64.5,715.6167642433254
2018-01-07 14:00:00,-9.75,28.94693133673937,2.55,290.0,386.0,816.0,65.0,922.8633836224457
2018-01-07 15:00:00,-8.3,27.645669406020808,4.6,240.0,288.5,757.0,55.0,897.8423700098609
2018-01-07 16:00:00,-8.9,29.14151131444245,3.6,250.0,145.0,525.0,44.5,612.9722860989939
2018-01-07 17:00:00,-10.6,35.56987328127788,2.1,240.0,24.5,138.5,16.0,981.4230824816533
2018-01-07 18:00:00,-11.1,39.42415394493225,2.6,210.0,0.0,0.0,0.0,991.344169962835
2018-01-07 19:00:00,-12.2,43.52183290668592,2.6,200.0,0.0,0.0,0.0,710.0759410693422
2018-01-07 20:00:00,-12.2,45.95506826680835,2.85,205.0,0.0,0.0,0.0,982.85170589326
2018-01-07 21:00:00,-11.7,57.022932901430906,2.1,240.0,0.0,0.0,0.0,873.9893576675622
2018-01-07 22:00:00,-11.7,60.33394870170762,2.6,180.0,0.0,0.0,0.0,565.3513569119478
2018-01-07 23:00:00,-10.6,67.09374967507739,3.1,200.0,0.0,0.0,0.0,814.580888700918
2018-01-08 00:00:00,-8.3,66.95434671680528,3.1,220.0,0.0,0.0,0.0,713.1483942509103
2018-01-08 01:00:00,-6.1,61.07928268056079,6.7,240.0,0.0,0.0,0.0,452.55902833201515
2018-01-08 02:00:00,-5.85,59.793639438156994,6.2,245.0,0.0,0.0,0.0,648.0173758973792
2018-01-08 03:00:00,-5.0,53.12852436724588,6.2,230.0,0.0,0.0,0.0,634.850615299725
2018-01-08 04:00:00,-5.0,53.12852002052762,6.2,230.0,0.0,0.0,0.0,425.4455603331134
2018-01-08 05:00:00,-5.0,55.57674554466272,5.7,230.0,0.0,0.0,0.0,686.944731938026
2018-01-08 06:00:00,-4.4,52.804553098366576,5.7,230.0,0.0,0.0,0.0,747.614072776702
2018-01-08 07:00:00,-5.0,58.65063946398225,4.6,220.0,0.0,0.0,0.0,577.1156992099371
2018-01-08 08:00:00,-5.0,59.990375558468,4.1,215.0,10.5,61.5,8.0,823.4866547016156
2018-01-08 09:00:00,-3.3,53.08479919416085,5.1,230.0,104.5,373.5,46.0,972.2522197702642
2018-01-08 10:00:00,-1.7,46.41694513496194,5.1,210.0,213.0,482.0,80.0,996.3334494539155
2018-01-08 11:00:00,0.0,40.3174021253089,5.7,230.0,296.5,476.5,116.0,959.2876062843673
2018-01-08 12:00:00,0.6,47.30445400327553,6.7,220.0,325.0,437.5,138.0,963.3217033020653
2018-01-08 13:00:00,1.1,50.225049261381606,6.7,220.0,332.5,421.0,149.0,948.9528756087368
2018-01-08 14:00:00,1.4,50.2317975165448,6.7,220.0,289.0,368.5,142.5,877.0361396964365
2018-01-08 15:00:00,1.7,55.23611076042911,6.2,200.0,221.5,380.5,102.5,822.3747659612098
2018-01-08 16:00:00,1.7,61.20217196826773,8.2,200.0,103.5,178.0,69.0,804.35632930483
2018-01-08 17:00:00,2.2,59.05262308079369,9.8,220.0,19.5,48.5,16.5,865.8900075278046
2018-01-08 18:00:00,1.1,70.14005840126822,6.2,240.0,0.0,0.0,0.0,810.8199986993006
2018-01-08 19:00:00,0.425,91.30576435098746,4.625,232.5,0.0,0.0,0.0,528.5770943497372
2018-01-08 20:00:00,0.2,89.36283430297317,3.766666666666667,226.66666666666663,0.0,0.0,0.0,701.809397047878
2018-01-08 21:00:00,0.6,83.16260201553371,5.1,240.0,0.0,0.0,0.0,604.4992756622197
2018-01-08 22:00:00,0.6,83.16259917387822,4.85,230.0,0.0,0.0,0.0,345.22738190381244
2018-01-08 23:00:00,0.6,79.76009341368453,3.6,240.0,0.0,0.0,0.0,460.94463197066415
2018-01-09 00:00:00,0.0,79.21611879901248,5.1,240.0,0.0,0.0,0.0,471.7056436795078
2018-01-09 01:00:00,0.0,79.2161142990963,2.6,230.0,0.0,0.0,0.0,277.9382156593015
2018-01-09 02:00:00,0.3,77.53043643501422,2.6,220.0,0.0,0.0,0.0,396.2771030452257
2018-01-09 03:00:00,-1.1,83.18098127092806,2.6,210.0,0.0,0.0,0.0,417.10281513857205
2018-01-09 04:00:00,-1.1,79.06498849071974,4.6,230.0,0.0,0.0,0.0,308.0203550470601
2018-01-09 05:00:00,-1.1,79.06498925266213,5.1,260.0,0.0,0.0,0.0,518.0987562655685
2018-01-09 06:00:00,-1.1,79.06499687217561,3.1,260.0,0.0,0.0,0.0,534.8092089428561
2018-01-09 07:00:00,-0.6,79.8047830700373,4.1,250.0,0.0,0.0,0.0,478.61681406493454
2018-01-09 08:00:00,-0.3,77.87691249098113,3.6,260.0,6.0,10.0,5.5,675.0038427096451
2018-01-09 09:00:00,1.1,73.15727926635549,3.1,250.0,70.5,79.5,57.0,726.5948971347435
2018-01-09 10:00:00,2.2,67.61026963901664,4.6,260.0,211.0,420.5,85.0,783.5568627062677
2018-01-09 11:00:00,4.4,57.86802495643237,6.7,260.0,399.0,867.5,69.5,762.1879094747329
2018-01-09 12:00:00,5.0,50.56929617634971,7.2,290.0,348.0,558.5,109.5,747.0842144102678
2018-01-09 13:00:00,5.0,48.4668469114314,8.8,300.0,426.0,780.5,84.0,765.5558873564698
2018-01-09 14:00:00,5.3,47.47591474375066,7.5,295.0,416.0,869.5,69.5,726.6940222115138
2018-01-09 15:00:00,5.0,46.04931934206922,7.2,280.0,307.0,784.5,61.0,691.4422748272243
2018-01-09 16:00:00,4.4,43.69615145870503,6.7,290.0,173.0,663.5,44.5,659.6624677385848
2018-01-09 17:00:00,3.3,47.214901032460745,4.6,310.0,35.0,256.5,17.0,697.8690716698883
2018-01-09 18:00:00,2.8,48.917924104713535,5.1,310.0,0.0,0.0,0.0,682.2476885658323
2018-01-09 19:00:00,1.7,48.10649999028777,6.7,310.0,0.0,0.0,0.0,485.9802077492069
2018-01-09 20:00:00,1.4,49.16582262124685,6.45,305.0,0.0,0.0,0.0,680.0327529103561
2018-01-09 21:00:00,0.0,51.615702176341046,4.6,280.0,0.0,0.0,0.0,568.2054474249795
2018-01-09 22:00:00,-0.6,54.23611183147753,3.6,290.0,0.0,0.0,0.0,334.23027185518663
2018-01-09 23:00:00,-1.1,54.111819595613134,5.1,300.0,0.0,0.0,0.0,558.5547638646744
2018-01-10 00:00:00,-1.1,51.3342196197244,5.1,320.0,0.0,0.0,0.0,426.4118847636945
2018-01-10 01:00:00,-1.1,51.334223922991285,4.6,330.0,0.0,0.0,0.0,286.6152014642253
2018-01-10 02:00:00,-1.4,52.648190920248425,3.6,305.0,0.0,0.0,0.0,412.90297050964017
2018-01-10 03:00:00,-3.3,59.05161719413179,1.5,270.0,0.0,0.0,0.0,389.1001133635417
2018-01-10 04:00:00,-3.9,64.9265596443481,1.5,270.0,0.0,0.0,0.0,311.67819638880593
2018-01-10 05:00:00,-5.6,71.82195287058637,2.1,280.0,0.0,0.0,0.0,543.0586760259459
2018-01-10 06:00:00,-5.6,71.82196404859225,3.6,290.0,0.0,0.0,0.0,626.1953361911312
2018-01-10 07:00:00,-6.1,71.09817162165265,1.5,280.0,0.0,0.0,0.0,532.264540235817
2018-01-10 08:00:00,-6.1,73.03826721384334,1.8,265.0,14.5,143.5,8.5,770.4296958330689
2018-01-10 09:00:00,-3.3,65.05311568719678,2.6,260.0,136.5,639.0,35.5,834.3573336844795
2018-01-10 10:00:00,0.0,51.61580991255551,0.0,42.5,285.0,821.5,49.5,778.7197710900736
2018-01-10 11:00:00,0.6,49.41919036671073,3.1,160.0,401.0,898.5,58.5,784.1360822273407
2018-01-10 12:00:00,0.6,52.0703627397756,5.1,160.0,466.5,929.5,63.5,811.254913885649
2018-01-10 13:00:00,1.1,55.24128321204729,4.6,160.0,472.0,926.5,64.0,787.2726908408968
2018-01-10 14:00:00,1.4,58.22186247888413,5.15,155.0,421.5,897.5,62.0,762.9174790240999
2018-01-10 15:00:00,2.8,59.03828067755472,4.1,200.0,312.5,809.0,55.5,689.6143182050478
2018-01-10 16:00:00,2.2,61.6145420185111,4.1,200.0,175.5,674.5,42.5,668.9560168195303
2018-01-10 17:00:00,1.1,63.89780267001706,5.7,210.0,37.0,282.0,18.0,761.8383438715281
2018-01-10 18:00:00,0.0,69.18968867270424,3.1,210.0,0.0,0.0,0.0,729.5596764001107
2018-01-10 19:00:00,-0.6,72.70225881082379,1.5,170.0,0.0,0.0,0.0,511.43544327659583
2018-01-10 20:00:00,-1.4,77.87877403758692,0.75,170.0,0.0,0.0,0.0,663.880727750481
2018-01-10 21:00:00,-1.7,83.11263055105026,3.1,210.0,0.0,0.0,0.0,575.1810427999965
2018-01-10 22:00:00,-0.6,83.23782802795061,4.1,210.0,0.0,0.0,0.0,343.6160857778016
2018-01-10 23:00:00,-1.1,91.23797295632076,1.5,180.0,0.0,0.0,0.0,408.16528790953265
2018-01-11 00:00:00,0.0,86.85929196713712,2.1,210.0,0.0,0.0,0.0,365.82961774368226
2018-01-11 01:00:00,0.0,86.85928751192264,3.1,180.0,0.0,0.0,0.0,275.2802873557535
2018-01-11 02:00:00,0.0,89.08254653391728,3.1,195.0,0.0,0.0,0.0,370.20800683370356
2018-01-11 03:00:00,-1.7,95.90864089038335,2.1,180.0,0.0,0.0,0.0,358.8850047432045
2018-01-11 04:00:00,0.8923076923076922,90.71,0.0,198.4615384615384,0.0,0.0,0.0,279.39907898388884
2018-01-11 05:00:00,-0.6,95.94115420190384,0.75,360.0,0.0,0.0,0.0,413.93789864601854
2018-01-11 06:00:00,1.7461538461538462,94.8846153846154,0.0,219.23076923076923,0.0,0.0,0.0,399.2483345925504
2018-01-11 07:00:00,-0.3,100.0,0.0,219.23076923076923,0.0,0.0,0.0,444.8389022803992
2018-01-11 08:00:00,-0.8333333333333334,100.0,0.5,115.0,7.0,15.0,6.5,627.1152464816624
2018-01-11 09:00:00,3.3,92.482979283999,0.0,216.66666666666663,72.0,95.5,56.0,631.7939538775079
2018-01-11 10:00:00,6.7,88.89002824072479,3.6,190.0,107.0,56.5,91.5,617.148696986355
2018-01-11 11:00:00,8.600000000000001,92.76995104742984,4.6,205.0,177.0,92.0,142.0,617.3476438267882
2018-01-11 12:00:00,10.0,89.16417453761517,3.6,220.0,237.5,145.0,174.5,605.747321517645
